pageid,title,url,revision_id,revision_timestamp,categories,file
435161,Birch and Swinnerton-Dyer conjecture,https://en.wikipedia.org/wiki/Birch_and_Swinnerton-Dyer_conjecture,1375561564,2026-09-18T15:21:42Z,Category:Millennium Prize Problems; Category:Unsolved problems in number theory,pages/435161.wiki
7774402,Birch–Tate conjecture,https://en.wikipedia.org/wiki/Birch%E2%80%93Tate_conjecture,1371132949,2026-08-24T20:04:55Z,Category:Unsolved problems in mathematics,pages/7774402.wiki
11831990,Bloch's theorem (complex analysis),https://en.wikipedia.org/wiki/Bloch%27s_theorem_%28complex_analysis%29,1348669907,2026-04-13T19:35:35Z,Category:Unsolved problems in mathematics,pages/11831990.wiki
3142105,Bombieri–Lang conjecture,https://en.wikipedia.org/wiki/Bombieri%E2%80%93Lang_conjecture,1353683814,2026-05-11T19:13:37Z,Category:Unsolved problems in geometry,pages/3142105.wiki
7181855,Borel conjecture,https://en.wikipedia.org/wiki/Borel_conjecture,1352659656,2026-05-05T14:35:06Z,Category:Unsolved problems in geometry,pages/7181855.wiki
56683458,Brennan conjecture,https://en.wikipedia.org/wiki/Brennan_conjecture,1292985634,2025-05-30T00:05:56Z,Category:Unsolved problems in mathematics,pages/56683458.wiki
2620525,Brocard's conjecture,https://en.wikipedia.org/wiki/Brocard%27s_conjecture,1367504125,2026-08-03T13:33:16Z,Category:Unsolved problems in number theory,pages/2620525.wiki
11301521,Brocard's problem,https://en.wikipedia.org/wiki/Brocard%27s_problem,1374401182,2026-09-11T21:07:08Z,Category:Abc conjecture; Category:Unsolved problems in number theory,pages/11301521.wiki
63494981,Brouwer's conjecture,https://en.wikipedia.org/wiki/Brouwer%27s_conjecture,1336143317,2026-02-02T04:15:35Z,Category:Unsolved problems in graph theory,pages/63494981.wiki
20510092,Brumer–Stark conjecture,https://en.wikipedia.org/wiki/Brumer%E2%80%93Stark_conjecture,1268305685,2025-01-09T03:49:35Z,Category:Unsolved problems in number theory,pages/20510092.wiki
12511846,Bunyakovsky conjecture,https://en.wikipedia.org/wiki/Bunyakovsky_conjecture,1328429627,2025-12-19T20:41:26Z,Category:Unsolved problems in number theory,pages/12511846.wiki
151452,Burnside problem,https://en.wikipedia.org/wiki/Burnside_problem,1363859290,2026-07-12T22:47:22Z,Category:Unsolved problems in mathematics,pages/151452.wiki
24471842,Büchi's problem,https://en.wikipedia.org/wiki/B%C3%BCchi%27s_problem,1369143975,2026-08-13T04:09:55Z,Category:Unsolved problems in mathematics,pages/24471842.wiki
29028436,Cameron Leigh Stewart,https://en.wikipedia.org/wiki/Cameron_Leigh_Stewart,1373362365,2026-09-05T15:55:14Z,Category:Abc conjecture,pages/29028436.wiki
19103379,Carmichael's totient function conjecture,https://en.wikipedia.org/wiki/Carmichael%27s_totient_function_conjecture,1328820454,2025-12-22T00:53:05Z,Category:Unsolved problems in number theory,pages/19103379.wiki
37236964,Casas-Alvero conjecture,https://en.wikipedia.org/wiki/Casas-Alvero_conjecture,1369204510,2026-08-13T13:46:11Z,Category:Unsolved problems in number theory,pages/37236964.wiki
62382,Catalan's conjecture,https://en.wikipedia.org/wiki/Catalan%27s_conjecture,1362663371,2026-07-05T13:35:52Z,Category:Abc conjecture,pages/62382.wiki
60094428,Chern's conjecture (affine geometry),https://en.wikipedia.org/wiki/Chern%27s_conjecture_%28affine_geometry%29,1363184191,2026-07-08T16:02:15Z,Category:Unsolved problems in geometry,pages/60094428.wiki
60121551,Chern's conjecture for hypersurfaces in spheres,https://en.wikipedia.org/wiki/Chern%27s_conjecture_for_hypersurfaces_in_spheres,1364196160,2026-07-15T02:38:57Z,Category:Unsolved problems in geometry,pages/60121551.wiki
596282,Class number problem,https://en.wikipedia.org/wiki/Class_number_problem,1365087599,2026-07-20T05:01:47Z,Category:Unsolved problems in number theory,pages/596282.wiki
2980541,Clifford's theorem on special divisors,https://en.wikipedia.org/wiki/Clifford%27s_theorem_on_special_divisors,1261281395,2024-12-05T06:43:07Z,Category:Unsolved problems in geometry,pages/2980541.wiki
37895,Collatz conjecture,https://en.wikipedia.org/wiki/Collatz_conjecture,1376238544,2026-09-22T23:53:36Z,Category:Unsolved problems in number theory,pages/37895.wiki
6497220,Computational complexity of mathematical operations,https://en.wikipedia.org/wiki/Computational_complexity_of_mathematical_operations,1354669852,2026-05-17T18:19:12Z,Category:Unsolved problems in computer science,pages/6497220.wiki
24107400,Computational complexity of matrix multiplication,https://en.wikipedia.org/wiki/Computational_complexity_of_matrix_multiplication,1376073271,2026-09-21T22:14:26Z,Category:Unsolved problems in computer science,pages/24107400.wiki
2334769,Congruent number,https://en.wikipedia.org/wiki/Congruent_number,1367469949,2026-08-03T07:33:43Z,Category:Unsolved problems in number theory,pages/2334769.wiki
59939359,Conway's 99-graph problem,https://en.wikipedia.org/wiki/Conway%27s_99-graph_problem,1335643020,2026-01-30T10:14:37Z,Category:Unsolved problems in graph theory,pages/59939359.wiki
343085,Cousin prime,https://en.wikipedia.org/wiki/Cousin_prime,1300177480,2025-07-12T18:33:26Z,Category:Unsolved problems in number theory,pages/343085.wiki
21261359,Covering problem of Rado,https://en.wikipedia.org/wiki/Covering_problem_of_Rado,1322896164,2025-11-18T13:53:54Z,Category:Unsolved problems in geometry,pages/21261359.wiki
2297820,Covering system,https://en.wikipedia.org/wiki/Covering_system,1373423930,2026-09-05T22:32:55Z,Category:Unsolved problems in number theory,pages/2297820.wiki
290441,Cramér's conjecture,https://en.wikipedia.org/wiki/Cram%C3%A9r%27s_conjecture,1373724162,2026-09-07T15:56:29Z,Category:Unsolved problems in number theory,pages/290441.wiki
48707305,Cuboid conjectures,https://en.wikipedia.org/wiki/Cuboid_conjectures,1223447633,2024-05-12T05:38:13Z,Category:Unsolved problems in number theory,pages/48707305.wiki
321895,Cullen number,https://en.wikipedia.org/wiki/Cullen_number,1350611124,2026-04-22T23:13:28Z,Category:Unsolved problems in number theory,pages/321895.wiki
21486302,Cycle double cover,https://en.wikipedia.org/wiki/Cycle_double_cover,1365384326,2026-07-22T02:02:53Z,Category:Unsolved problems in graph theory,pages/21486302.wiki
2172777,David Masser,https://en.wikipedia.org/wiki/David_Masser,1372487392,2026-09-01T00:13:35Z,Category:Abc conjecture,pages/2172777.wiki
31611712,Dickson's conjecture,https://en.wikipedia.org/wiki/Dickson%27s_conjecture,1348550413,2026-04-13T06:22:06Z,Category:Unsolved problems in number theory,pages/31611712.wiki
11508286,Discrepancy of hypergraphs,https://en.wikipedia.org/wiki/Discrepancy_of_hypergraphs,1342547302,2026-03-09T15:35:47Z,Category:Unsolved problems in mathematics,pages/11508286.wiki
1116842,Discrepancy theory,https://en.wikipedia.org/wiki/Discrepancy_theory,1306140921,2025-08-16T04:56:43Z,Category:Unsolved problems in mathematics,pages/1116842.wiki
181334,Discrete logarithm,https://en.wikipedia.org/wiki/Discrete_logarithm,1374186946,2026-09-10T10:52:12Z,Category:Unsolved problems in computer science,pages/181334.wiki
56244281,Dissection into orthoschemes,https://en.wikipedia.org/wiki/Dissection_into_orthoschemes,1329655970,2025-12-27T07:18:27Z,Category:Unsolved problems in geometry,pages/56244281.wiki
5943744,Divisor summatory function,https://en.wikipedia.org/wiki/Divisor_summatory_function,1340008726,2026-02-23T12:28:12Z,Category:Unsolved problems in number theory,pages/5943744.wiki
72284793,Dixmier problem,https://en.wikipedia.org/wiki/Dixmier_problem,1198857633,2024-01-25T06:46:44Z,Category:Unsolved problems in mathematics,pages/72284793.wiki
72284801,Dixmier Problem,https://en.wikipedia.org/wiki/Dixmier_Problem,1198857682,2024-01-25T06:46:58Z,Category:Unsolved problems in mathematics,pages/72284801.wiki
7536770,Dorian M. Goldfeld,https://en.wikipedia.org/wiki/Dorian_M._Goldfeld,1372353712,2026-08-31T11:01:23Z,Category:Abc conjecture,pages/7536770.wiki
627828,Double Mersenne number,https://en.wikipedia.org/wiki/Double_Mersenne_number,1330715968,2026-01-02T01:56:03Z,Category:Unsolved problems in number theory,pages/627828.wiki
83117639,Dying percolation conjecture,https://en.wikipedia.org/wiki/Dying_percolation_conjecture,1374426129,2026-09-12T00:30:50Z,Category:Unsolved problems in mathematics,pages/83117639.wiki
39921917,Dynamic optimality conjecture,https://en.wikipedia.org/wiki/Dynamic_optimality_conjecture,1124051403,2022-11-27T02:40:54Z,Category:Unsolved problems in computer science,pages/39921917.wiki
72351823,Dynamic Optimality Conjecture,https://en.wikipedia.org/wiki/Dynamic_Optimality_Conjecture,1124051455,2022-11-27T02:41:20Z,Category:Unsolved problems in computer science,pages/72351823.wiki
72683786,Earth–Moon problem,https://en.wikipedia.org/wiki/Earth%E2%80%93Moon_problem,1376086180,2026-09-22T00:11:51Z,Category:Unsolved problems in graph theory,pages/72683786.wiki
8211999,Eilenberg–Ganea conjecture,https://en.wikipedia.org/wiki/Eilenberg%E2%80%93Ganea_conjecture,1363661585,2026-07-11T15:02:16Z,Category:Unsolved problems in mathematics,pages/8211999.wiki
1898427,Elliott–Halberstam conjecture,https://en.wikipedia.org/wiki/Elliott%E2%80%93Halberstam_conjecture,1373058525,2026-09-03T20:35:13Z,Category:Unsolved problems in number theory,pages/1898427.wiki
4312009,Erdős conjecture on arithmetic progressions,https://en.wikipedia.org/wiki/Erd%C5%91s_conjecture_on_arithmetic_progressions,1352599722,2026-05-05T04:32:19Z,Category:Unsolved problems in mathematics,pages/4312009.wiki
63981712,Erdős on Graphs,https://en.wikipedia.org/wiki/Erd%C5%91s_on_Graphs,1360658151,2026-06-22T20:33:40Z,Category:Unsolved problems in graph theory,pages/63981712.wiki
691803,Erdős–Faber–Lovász conjecture,https://en.wikipedia.org/wiki/Erd%C5%91s%E2%80%93Faber%E2%80%93Lov%C3%A1sz_conjecture,1333901339,2026-01-20T11:02:11Z,Category:Unsolved problems in graph theory,pages/691803.wiki
336838,Erdős–Gyárfás conjecture,https://en.wikipedia.org/wiki/Erd%C5%91s%E2%80%93Gy%C3%A1rf%C3%A1s_conjecture,1374287005,2026-09-11T01:46:37Z,Category:Unsolved problems in graph theory,pages/336838.wiki
42585591,Erdős–Hajnal conjecture,https://en.wikipedia.org/wiki/Erd%C5%91s%E2%80%93Hajnal_conjecture,1320631222,2025-11-05T22:26:40Z,Category:Unsolved problems in graph theory,pages/42585591.wiki
53551948,Erdős–Moser equation,https://en.wikipedia.org/wiki/Erd%C5%91s%E2%80%93Moser_equation,1329520664,2025-12-26T14:49:33Z,Category:Unsolved problems in number theory,pages/53551948.wiki
2431002,Erdős–Straus conjecture,https://en.wikipedia.org/wiki/Erd%C5%91s%E2%80%93Straus_conjecture,1367560126,2026-08-03T20:53:46Z,Category:Unsolved problems in number theory,pages/2431002.wiki
31244492,Erdős–Turán conjecture on additive bases,https://en.wikipedia.org/wiki/Erd%C5%91s%E2%80%93Tur%C3%A1n_conjecture_on_additive_bases,1352587850,2026-05-05T02:35:20Z,Category:Unsolved problems in number theory,pages/31244492.wiki
52483865,Erdős–Ulam problem,https://en.wikipedia.org/wiki/Erd%C5%91s%E2%80%93Ulam_problem,1335645810,2026-01-30T10:39:55Z,Category:Abc conjecture; Category:Unsolved problems in number theory,pages/52483865.wiki
12229416,Eternity II puzzle,https://en.wikipedia.org/wiki/Eternity_II_puzzle,1369409307,2026-08-14T20:13:19Z,Category:Unsolved problems in mathematics,pages/12229416.wiki
1666249,Euclid number,https://en.wikipedia.org/wiki/Euclid_number,1321323502,2025-11-09T22:43:44Z,Category:Unsolved problems in number theory,pages/1666249.wiki
10456890,Euclid–Mullin sequence,https://en.wikipedia.org/wiki/Euclid%E2%80%93Mullin_sequence,1227941465,2024-06-08T16:33:44Z,Category:Unsolved problems in number theory,pages/10456890.wiki
1278374,Euler brick,https://en.wikipedia.org/wiki/Euler_brick,1363084020,2026-07-07T23:10:05Z,Category:Unsolved problems in number theory,pages/1278374.wiki
148594,Euler's constant,https://en.wikipedia.org/wiki/Euler%27s_constant,1376177158,2026-09-22T15:15:29Z,Category:Unsolved problems in number theory,pages/148594.wiki
22935957,Expression problem,https://en.wikipedia.org/wiki/Expression_problem,1371816574,2026-08-28T16:57:38Z,Category:Unsolved problems in computer science,pages/22935957.wiki
38368203,Falconer's conjecture,https://en.wikipedia.org/wiki/Falconer%27s_conjecture,1375609435,2026-09-18T21:30:22Z,Category:Unsolved problems in geometry,pages/38368203.wiki
20643804,Farrell–Jones conjecture,https://en.wikipedia.org/wiki/Farrell%E2%80%93Jones_conjecture,1370937006,2026-08-23T20:41:18Z,Category:Unsolved problems in mathematics,pages/20643804.wiki
12756318,Feit–Thompson conjecture,https://en.wikipedia.org/wiki/Feit%E2%80%93Thompson_conjecture,1353413994,2026-05-10T03:38:37Z,Category:Unsolved problems in number theory,pages/12756318.wiki
91127,Fermat number,https://en.wikipedia.org/wiki/Fermat_number,1376030176,2026-09-21T16:11:11Z,Category:Unsolved problems in number theory,pages/91127.wiki
19021953,Fermat's Last Theorem,https://en.wikipedia.org/wiki/Fermat%27s_Last_Theorem,1375981458,2026-09-21T07:04:39Z,Category:Abc conjecture,pages/19021953.wiki
22736152,Fermat–Catalan conjecture,https://en.wikipedia.org/wiki/Fermat%E2%80%93Catalan_conjecture,1357791543,2026-06-04T18:23:04Z,Category:Abc conjecture; Category:Unsolved problems in number theory,pages/22736152.wiki
2502261,Fibonacci prime,https://en.wikipedia.org/wiki/Fibonacci_prime,1350416485,2026-04-21T20:48:33Z,Category:Unsolved problems in number theory,pages/2502261.wiki
13798040,Field with one element,https://en.wikipedia.org/wiki/Field_with_one_element,1339445577,2026-02-20T16:27:33Z,Category:Abc conjecture,pages/13798040.wiki
12083818,Filling area conjecture,https://en.wikipedia.org/wiki/Filling_area_conjecture,1374258679,2026-09-10T21:43:19Z,Category:Unsolved problems in geometry,pages/12083818.wiki
38231808,Finite lattice representation problem,https://en.wikipedia.org/wiki/Finite_lattice_representation_problem,1364856989,2026-07-18T23:04:51Z,Category:Unsolved problems in mathematics,pages/38231808.wiki
36793030,Firoozbakht's conjecture,https://en.wikipedia.org/wiki/Firoozbakht%27s_conjecture,1368644115,2026-08-10T07:06:56Z,Category:Unsolved problems in number theory,pages/36793030.wiki
15114628,Four exponentials conjecture,https://en.wikipedia.org/wiki/Four_exponentials_conjecture,1311761643,2025-09-16T19:29:46Z,Category:Unsolved problems in number theory,pages/15114628.wiki
3821872,Friendly number,https://en.wikipedia.org/wiki/Friendly_number,1361499529,2026-06-28T09:18:12Z,Category:Unsolved problems in number theory,pages/3821872.wiki
34710593,Fröberg conjecture,https://en.wikipedia.org/wiki/Fr%C3%B6berg_conjecture,1296240328,2025-06-18T19:37:33Z,Category:Unsolved problems in geometry,pages/34710593.wiki
3086309,Fujita conjecture,https://en.wikipedia.org/wiki/Fujita_conjecture,1300094741,2025-07-12T07:21:49Z,Category:Unsolved problems in geometry,pages/3086309.wiki
19474055,Gauss circle problem,https://en.wikipedia.org/wiki/Gauss_circle_problem,1369581427,2026-08-15T21:38:21Z,Category:Unsolved problems in number theory,pages/19474055.wiki
35633206,Gaussian moat,https://en.wikipedia.org/wiki/Gaussian_moat,1358223053,2026-06-07T10:34:29Z,Category:Unsolved problems in number theory,pages/35633206.wiki
152567,Generalized Riemann hypothesis,https://en.wikipedia.org/wiki/Generalized_Riemann_hypothesis,1370923804,2026-08-23T19:14:03Z,Category:Unsolved problems in mathematics,pages/152567.wiki
669942,Generalized star-height problem,https://en.wikipedia.org/wiki/Generalized_star-height_problem,1371585137,2026-08-27T06:49:01Z,Category:Unsolved problems in computer science,pages/669942.wiki
72307852,Gilbert–Pollak conjecture,https://en.wikipedia.org/wiki/Gilbert%E2%80%93Pollak_conjecture,1349723302,2026-04-18T16:52:32Z,Category:Unsolved problems in computer science; Category:Unsolved problems in graph theory,pages/72307852.wiki
1010141,Gilbreath's conjecture,https://en.wikipedia.org/wiki/Gilbreath%27s_conjecture,1348550815,2026-04-13T06:25:06Z,Category:Unsolved problems in number theory,pages/1010141.wiki
41730066,Gillies' conjecture,https://en.wikipedia.org/wiki/Gillies%27_conjecture,1364886556,2026-07-19T02:19:38Z,Category:Unsolved problems in number theory,pages/41730066.wiki
2771364,Giuga number,https://en.wikipedia.org/wiki/Giuga_number,1374126910,2026-09-10T00:51:33Z,Category:Unsolved problems in number theory,pages/2771364.wiki
59652628,GNRS conjecture,https://en.wikipedia.org/wiki/GNRS_conjecture,1329671212,2025-12-27T10:09:30Z,Category:Unsolved problems in graph theory,pages/59652628.wiki
44758,Goldbach's conjecture,https://en.wikipedia.org/wiki/Goldbach%27s_conjecture,1376004572,2026-09-21T12:05:31Z,Category:Unsolved problems in number theory,pages/44758.wiki
11327223,Goormaghtigh conjecture,https://en.wikipedia.org/wiki/Goormaghtigh_conjecture,1374401321,2026-09-11T21:08:33Z,Category:Unsolved problems in number theory,pages/11327223.wiki
669864,Grand Riemann hypothesis,https://en.wikipedia.org/wiki/Grand_Riemann_hypothesis,1341884628,2026-03-05T18:56:36Z,Category:Unsolved problems in mathematics,pages/669864.wiki
1950766,Graph isomorphism problem,https://en.wikipedia.org/wiki/Graph_isomorphism_problem,1350231769,2026-04-20T21:14:41Z,Category:Unsolved problems in computer science,pages/1950766.wiki
60008412,Greenberg's conjectures,https://en.wikipedia.org/wiki/Greenberg%27s_conjectures,1372817634,2026-09-02T12:21:55Z,Category:Unsolved problems in number theory,pages/60008412.wiki
6278350,Grimm's conjecture,https://en.wikipedia.org/wiki/Grimm%27s_conjecture,1369806181,2026-08-17T07:51:32Z,Category:Unsolved problems in number theory,pages/6278350.wiki
3135542,Grothendieck–Katz p-curvature conjecture,https://en.wikipedia.org/wiki/Grothendieck%E2%80%93Katz_p-curvature_conjecture,1364886808,2026-07-19T02:22:12Z,Category:Unsolved problems in number theory,pages/3135542.wiki
80318202,Grünbaum–Nash-Williams conjecture,https://en.wikipedia.org/wiki/Gr%C3%BCnbaum%E2%80%93Nash-Williams_conjecture,1329911205,2025-12-28T15:42:33Z,Category:Unsolved problems in graph theory,pages/80318202.wiki
56030165,Gyárfás–Sumner conjecture,https://en.wikipedia.org/wiki/Gy%C3%A1rf%C3%A1s%E2%80%93Sumner_conjecture,1375508681,2026-09-18T06:08:04Z,Category:Unsolved problems in graph theory,pages/56030165.wiki
507553,Hadamard matrix,https://en.wikipedia.org/wiki/Hadamard_matrix,1376288636,2026-09-23T06:33:40Z,Category:Unsolved problems in mathematics,pages/507553.wiki
30556829,Hadamard's maximal determinant problem,https://en.wikipedia.org/wiki/Hadamard%27s_maximal_determinant_problem,1374608854,2026-09-13T02:42:03Z,Category:Unsolved problems in mathematics,pages/30556829.wiki
21851601,Hadwiger conjecture (combinatorial geometry),https://en.wikipedia.org/wiki/Hadwiger_conjecture_%28combinatorial_geometry%29,1335638816,2026-01-30T09:29:04Z,Category:Unsolved problems in geometry,pages/21851601.wiki
1657860,Hadwiger conjecture (graph theory),https://en.wikipedia.org/wiki/Hadwiger_conjecture_%28graph_theory%29,1367057480,2026-07-31T18:14:45Z,Category:Unsolved problems in graph theory,pages/1657860.wiki
3133115,Hadwiger–Nelson problem,https://en.wikipedia.org/wiki/Hadwiger%E2%80%93Nelson_problem,1374749868,2026-09-13T22:44:14Z,Category:Unsolved problems in graph theory,pages/3133115.wiki
7119900,Hall's conjecture,https://en.wikipedia.org/wiki/Hall%27s_conjecture,1368629833,2026-08-10T04:55:25Z,Category:Abc conjecture; Category:Unsolved problems in number theory,pages/7119900.wiki
44342842,Harborth's conjecture,https://en.wikipedia.org/wiki/Harborth%27s_conjecture,1375072585,2026-09-15T18:06:37Z,Category:Unsolved problems in graph theory,pages/44342842.wiki
80498990,Hartmanis–Stearns conjecture,https://en.wikipedia.org/wiki/Hartmanis%E2%80%93Stearns_conjecture,1302947231,2025-07-28T07:38:57Z,Category:Unsolved problems in computer science; Category:Unsolved problems in mathematics,pages/80498990.wiki
1561945,Heesch's problem,https://en.wikipedia.org/wiki/Heesch%27s_problem,1245484214,2024-09-13T07:34:29Z,Category:Unsolved problems in geometry,pages/1561945.wiki
1013950,Heilbronn triangle problem,https://en.wikipedia.org/wiki/Heilbronn_triangle_problem,1367447308,2026-08-03T03:54:56Z,Category:Unsolved problems in mathematics,pages/1013950.wiki
32010162,Hermite's problem,https://en.wikipedia.org/wiki/Hermite%27s_problem,1330821672,2026-01-02T19:49:02Z,Category:Unsolved problems in number theory,pages/32010162.wiki
3603349,Herzog–Schönheim conjecture,https://en.wikipedia.org/wiki/Herzog%E2%80%93Sch%C3%B6nheim_conjecture,1357173515,2026-06-01T04:04:25Z,Category:Unsolved problems in mathematics,pages/3603349.wiki
2336205,Hilbert's fifteenth problem,https://en.wikipedia.org/wiki/Hilbert%27s_fifteenth_problem,1366281517,2026-07-27T04:06:22Z,Category:Unsolved problems in geometry,pages/2336205.wiki
1695214,Hilbert's ninth problem,https://en.wikipedia.org/wiki/Hilbert%27s_ninth_problem,1368310755,2026-08-08T08:56:47Z,Category:Unsolved problems in number theory,pages/1695214.wiki
154584,Hilbert's problems,https://en.wikipedia.org/wiki/Hilbert%27s_problems,1375522837,2026-09-18T08:29:19Z,Category:Unsolved problems in mathematics,pages/154584.wiki
381750,Hilbert's sixteenth problem,https://en.wikipedia.org/wiki/Hilbert%27s_sixteenth_problem,1334411038,2026-01-23T11:06:23Z,Category:Unsolved problems in geometry,pages/381750.wiki
78869128,Hilbert–Arnold problem,https://en.wikipedia.org/wiki/Hilbert%E2%80%93Arnold_problem,1349156932,2026-04-16T01:47:05Z,Category:Unsolved problems in mathematics,pages/78869128.wiki
648004,Hilbert–Pólya conjecture,https://en.wikipedia.org/wiki/Hilbert%E2%80%93P%C3%B3lya_conjecture,1374614024,2026-09-13T03:20:11Z,Category:Unsolved problems in mathematics,pages/648004.wiki
671711,Hilbert–Smith conjecture,https://en.wikipedia.org/wiki/Hilbert%E2%80%93Smith_conjecture,1373380240,2026-09-05T17:32:26Z,Category:Unsolved problems in geometry,pages/671711.wiki
244518,Hodge conjecture,https://en.wikipedia.org/wiki/Hodge_conjecture,1375215656,2026-09-16T13:56:28Z,Category:Millennium Prize Problems,pages/244518.wiki
37007490,Hodge–Arakelov theory,https://en.wikipedia.org/wiki/Hodge%E2%80%93Arakelov_theory,1369197926,2026-08-13T12:46:25Z,Category:Abc conjecture,pages/37007490.wiki
490135,Homological conjectures in commutative algebra,https://en.wikipedia.org/wiki/Homological_conjectures_in_commutative_algebra,1353719150,2026-05-11T23:46:44Z,Category:Unsolved problems in mathematics,pages/490135.wiki
